,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID
85467,Clark,Vancouver,98682,2018,BMW,I3,114,17.0,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,yann.perez@example.com
85468,Grays Harbor,Ocean Shores,98569,2021,MINI,COUNTRYMAN,17,24.0,POINT (-124.16408 47.01156),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,PHEV,N,Low,carole.cook@example.com
85473,Clark,Vancouver,98686,2020,TESLA,MODEL X,289,17.0,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,hubert.durand@example.com
85474,King,Seattle,98133,2020,MITSUBISHI,OUTLANDER,22,36.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,damaris.houdijk@example.com
85485,Snohomish,Everett,98208,2019,TOYOTA,PRIUS PRIME,25,44.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,PHEV,N,Low,janik.marchand@example.com
85487,Pierce,Puyallup,98372,2020,NISSAN,LEAF,215,25.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,mia.williams@example.com
85493,Thurston,Olympia,98501,2017,AUDI,A3,16,22.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,PHEV,N,Low,lorain.woning@example.com
85496,King,Kent,98032,2017,BMW,I3,97,33.0,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,isaac.taylor@example.com
85499,Thurston,Yelm,98597,2018,CHEVROLET,VOLT,53,2.0,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,PHEV,Y,Low,antoine.miller@example.com
85502,King,Sammamish,98074,2019,PORSCHE,CAYENNE,13,45.0,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,pilar.villa@example.com
85503,Snohomish,Snohomish,98296,2016,NISSAN,LEAF,84,44.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,BEV,Y,Low,louisa.malik@example.com
85508,King,Renton,98055,2013,CHEVROLET,VOLT,38,33.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,esther.galvan@example.com
85509,Mason,Grapeview,98546,2018,TESLA,MODEL X,238,35.0,POINT (-122.82364 47.32767),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,Mid,stephanie.wilson@example.com
85515,Clark,Washougal,98671,2020,TOYOTA,PRIUS PRIME,25,18.0,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,ard.khrymy@example.com
85517,King,Seattle,98107,2018,BMW,X5,13,43.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,naslava.ostap'yuk@example.com
85525,Spokane,Spokane,99223,2022,FORD,ESCAPE,38,3.0,POINT (-117.36043 47.63396),MODERN ELECTRIC WATER COMPANY,PHEV,Y,Low,catherine.pearson@example.com
85538,Cowlitz,Castle Rock,98611,2014,TESLA,MODEL S,208,20.0,POINT (-122.90724 46.27509),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,BEV,Y,Mid,noelle.carroll@example.com
85544,Thurston,Tumwater,98512,2018,CHEVROLET,BOLT EV,238,22.0,POINT (-122.92057 47.0031),PUGET SOUND ENERGY INC,BEV,Y,Mid,charlotte.white@example.com
85547,Pierce,Bonney Lake,98391,2021,BMW,X5,30,31.0,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,silas.madsen@example.com
85548,Snohomish,Marysville,98270,2017,TOYOTA,PRIUS PRIME,25,44.0,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,PHEV,N,Low,aicha.dias@example.com
85563,Clallam,Port Angeles,98362,2016,CHEVROLET,VOLT,53,24.0,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,PHEV,Y,Low,gabinio.almeida@example.com
85566,King,Medina,98039,2021,TOYOTA,RAV4 PRIME,42,48.0,POINT (-122.23892 47.61613),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,dieter.martins@example.com
85583,King,Burien,98166,2019,AUDI,E-TRON,204,34.0,POINT (-122.34118 47.46665),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,mayra.kamath@example.com
85584,Pierce,Puyallup,98373,2014,FORD,C-MAX,19,25.0,POINT (-122.35051 47.15252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,lysan.profijt@example.com
85590,Snohomish,Granite Falls,98252,2014,CHEVROLET,VOLT,38,39.0,POINT (-121.96931 48.08157),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,Y,Low,budislav.andrusishin@example.com
85591,Klickitat,Goldendale,98620,2018,TESLA,MODEL S,249,14.0,POINT (-120.82548 45.823),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,BEV,Y,Mid,jonathan.pastor@example.com
85603,Snohomish,Bothell,98021,2016,PORSCHE,PANAMERA,15,1.0,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,PHEV,N,Low,shahistha.kamath@example.com
85612,Spokane,Spokane Valley,99206,2019,NISSAN,LEAF,150,4.0,POINT (-117.2718 47.65388),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,BEV,Y,Mid,arco.honsbeek@example.com
85638,Grant,Moses Lake,98837,2014,FORD,C-MAX,19,13.0,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,PHEV,N,Low,luz.reyes@example.com
85639,Clark,Vancouver,98683,2015,TESLA,MODEL S,208,18.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,tracey.griffin@example.com
85645,Spokane,Spokane,99223,2019,TESLA,MODEL X,289,6.0,POINT (-117.36043 47.63396),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,High,quinn.jackson@example.com
85649,Whatcom,Custer,98240,2020,CHEVROLET,BOLT EV,259,42.0,POINT (-122.64219 48.91865),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,High,mille.rasmussen@example.com
85659,Snohomish,Bothell,98021,2014,FORD,FUSION,19,1.0,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,PHEV,N,Low,marion.wells@example.com
85664,King,Seattle,98199,2020,VOLVO,XC60,18,36.0,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,claude.nicolas@example.com
85668,Clark,Vancouver,98662,2019,TOYOTA,PRIUS PRIME,25,17.0,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,kelya.rodriguez@example.com
85672,Snohomish,Arlington,98223,2020,TESLA,MODEL X,293,39.0,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,High,carol.peters@example.com
85674,King,Seattle,98107,2018,CHRYSLER,PACIFICA,33,43.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,johan.christensen@example.com
85694,Snohomish,Snohomish,98296,2022,VOLVO,XC60,18,1.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,PHEV,N,Low,amra.denbraven@example.com
85699,Lewis,Mossyrock,98564,2017,TESLA,MODEL S,210,20.0,POINT (-122.48446 46.52948),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,BEV,Y,Mid,felix.poulsen@example.com
85706,Pierce,Tacoma,98444,2015,FORD,C-MAX,19,29.0,POINT (-122.46495 47.16778),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,antonio.arias@example.com
85707,King,Seattle,98105,2018,BMW,X5,13,43.0,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,ruth.bucher@example.com
85715,King,Seattle,98115,2012,NISSAN,LEAF,73,46.0,POINT (-122.31765 47.70013),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,mstibog.baysarovich@example.com
85717,King,Bellevue,98004,2021,BMW,330E,20,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,joona.seppala@example.com
85728,Kitsap,Bremerton,98310,2013,CHEVROLET,VOLT,38,23.0,POINT (-122.61624 47.57772),PUGET SOUND ENERGY INC,PHEV,Y,Low,yasemin.kececi@example.com
85739,Pierce,Tacoma,98465,2022,FORD,ESCAPE,38,28.0,POINT (-122.52886 47.24977),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,arseniy.andriychenko@example.com
85745,Clallam,Port Angeles,98363,2021,BMW,330E,20,24.0,POINT (-123.46296 48.11653),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,PHEV,N,Low,priyanka.pujari@example.com
85752,King,Sammamish,98074,2022,VOLVO,XC90,35,45.0,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,carmelo.diaz@example.com
85753,King,Algona,98001,2013,NISSAN,LEAF,75,30.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,rachel.leroy@example.com
85755,Snohomish,Lynnwood,98036,2018,TESLA,MODEL X,238,32.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,BEV,Y,Mid,fred.mccoy@example.com
85758,Island,Langley,98260,2016,TESLA,MODEL S,210,10.0,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,BEV,Y,Mid,ivan.dressler@example.com
85767,King,Renton,98059,2022,BMW,330E,22,11.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,angelina.leroux@example.com
85768,Clallam,Port Angeles,98362,2014,TESLA,MODEL S,208,24.0,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),BEV,Y,Mid,hsty.khrymy@example.com
85772,King,Seattle,98133,2016,FORD,FOCUS,76,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,garnoslav.dovbnya@example.com
85780,King,Seattle,98107,2019,FORD,FUSION,26,36.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,remy.riviere@example.com
85781,King,Kent,98038,2014,TOYOTA,PRIUS PLUG-IN,6,5.0,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,ullrich.kroner@example.com
85784,King,Seattle,98125,2021,BMW,X5,30,46.0,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,bertram.hansen@example.com
85799,Spokane,Spokane,99207,2016,FORD,C-MAX,19,3.0,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,rawan.waage@example.com
85808,King,Issaquah,98027,2020,TESLA,MODEL X,293,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,oliver.kauppila@example.com
85825,Thurston,Olympia,98501,2018,BMW,I3,97,35.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,PHEV,Y,Low,elif.sozeri@example.com
85831,King,Seattle,98116,2022,AUDI,Q5,22,34.0,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,landon.cruz@example.com
85834,Pierce,Joint Base Lewis Mcchord,98433,2011,NISSAN,LEAF,73,28.0,POINT (-122.57908 47.10349),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,herminia.harper@example.com
85837,Clark,Ridgefield,98642,2013,CHEVROLET,VOLT,38,17.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,ethan.young@example.com
85846,Kitsap,Bremerton,98337,2017,FORD,FUSION,21,26.0,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,PHEV,N,Low,bernard.robertson@example.com
85848,King,Seattle,98122,2013,FORD,FUSION,19,37.0,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,lance.bishop@example.com
85852,Pierce,University Place,98466,2022,CHRYSLER,PACIFICA,32,28.0,POINT (-122.5338 47.23594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,eloisa.iglesias@example.com
85856,Jefferson,Nordland,98358,2020,TESLA,MODEL Y,291,24.0,POINT (-122.69107 48.05105),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,High,bernard.hawkins@example.com
85858,Pierce,Sumner,98390,2018,HONDA,CLARITY,47,31.0,POINT (-122.23972 47.2022),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,connie.willis@example.com
85872,King,Shoreline,98133,2021,TOYOTA,RAV4 PRIME,42,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,arin.shah@example.com
85874,King,Beaux Arts,98004,2016,AUDI,A3,16,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,noemie.fournier@example.com
85890,Spokane,Colbert,99005,2019,CHEVROLET,VOLT,53,7.0,POINT (-117.35414 47.83743),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,PHEV,Y,Low,umit.yalcin@example.com
85897,Pierce,Eatonville,98328,2017,CHEVROLET,VOLT,53,2.0,POINT (-122.26832 46.86733),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,eddie.fleming@example.com
85902,Snohomish,Snohomish,98290,2017,FIAT,500,84,39.0,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,BEV,Y,Low,mitchell.warren@example.com
85904,Pierce,Tacoma,98444,2019,TESLA,MODEL 3,220,25.0,POINT (-122.46495 47.16778),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,BEV,Y,Mid,mattie.hicks@example.com
85909,Snohomish,Stanwood,98292,2019,FORD,FUSION,26,10.0,POINT (-122.37265 48.24159),PUGET SOUND ENERGY INC,PHEV,N,Low,joan.fowler@example.com
85924,Kitsap,Port Orchard,98367,2020,NISSAN,LEAF,215,26.0,POINT (-122.65745 47.4916),PUGET SOUND ENERGY INC,BEV,Y,Mid,mikael.rautio@example.com
85932,Snohomish,Lynnwood,98036,2017,TESLA,MODEL X,200,1.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,BEV,Y,Mid,antonio.arias@example.com
85938,Snohomish,Edmonds,98026,2017,BMW,I3,81,21.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,BEV,Y,Low,sapna.kumari@example.com
85941,King,Seattle,98144,2022,CHRYSLER,PACIFICA,32,11.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,samuele.nicolas@example.com
85944,Spokane,Liberty Lake,99019,2017,TESLA,MODEL X,200,4.0,POINT (-117.1015 47.66829),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,ege.kavaklioglu@example.com
85956,Snohomish,Everett,98203,2020,NISSAN,LEAF,215,38.0,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,BEV,Y,Mid,imre.nagy@example.com
85961,Island,Greenbank,98253,2020,HYUNDAI,KONA,258,10.0,POINT (-122.56821 48.08844),PUGET SOUND ENERGY INC,BEV,Y,High,fatma.polat@example.com
85975,Island,Oak Harbor,98277,2017,BMW,I3,97,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,Y,Low,ivan.dressler@example.com
85988,King,Seattle,98104,2020,NISSAN,LEAF,149,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,vir.balema@example.com
85994,Thurston,Centralia,98531,2018,NISSAN,LEAF,151,20.0,POINT (-122.95298 46.72894),PUGET SOUND ENERGY INC,BEV,Y,Mid,ka.vreeke@example.com
85999,Thurston,Olympia,98503,2018,SMART,EQ FORTWO,58,2.0,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,BEV,Y,Low,omur.aksit@example.com
86017,Snohomish,Everett,98208,2018,AUDI,A3,16,44.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,PHEV,N,Low,eelis.kyllo@example.com
86023,King,Snoqualmie,98024,2016,VOLKSWAGEN,E-GOLF,83,5.0,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,rochella.vlastuin@example.com
86028,King,Renton,98058,2013,CHEVROLET,VOLT,38,11.0,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,ines.colin@example.com
86032,Kitsap,Silverdale,98315,2021,TOYOTA,RAV4 PRIME,42,23.0,POINT (-122.70639 47.68732),PUGET SOUND ENERGY INC,PHEV,Y,Low,connie.willis@example.com
86035,King,Redmond,98072,2018,VOLVO,XC90,19,45.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,marike.mud@example.com
86037,Clark,Camas,98607,2019,MERCEDES-BENZ,GLC-CLASS,10,18.0,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,audete.ribeiro@example.com
86045,King,Snoqualmie,98065,2016,TESLA,MODEL X,200,5.0,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,lutz.ziegler@example.com
86048,King,Seattle,98118,2019,HYUNDAI,KONA,258,37.0,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,danica.pantelic@example.com
86063,Yakima,Toppenish,98948,2016,FORD,C-MAX,19,14.0,POINT (-120.31298 46.37508),PACIFICORP,PHEV,N,Low,anjana.giebels@example.com
86073,Kittitas,Ellensburg,98926,2020,CHEVROLET,BOLT EV,259,13.0,POINT (-120.54872 46.99703),BONNEVILLE POWER ADMINISTRATION||CITY OF ELLENSBURG - (WA),BEV,Y,High,noel.guerin@example.com
86080,King,Kenmore,98028,2013,TOYOTA,PRIUS PLUG-IN,6,46.0,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,ted.powell@example.com
86096,Snohomish,Woodinville,98072,2022,JEEP,WRANGLER,22,1.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,PHEV,N,Low,ignacio.garrido@example.com
86105,Grant,Moses Lake,98837,2019,BMW,530E,16,13.0,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,PHEV,N,Low,radilo.gasyuk@example.com
86106,Pierce,Tacoma,98407,2016,TESLA,MODEL X,200,27.0,POINT (-122.51766 47.27779),BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,sophie.ross@example.com
86108,Island,Langley,98260,2019,TOYOTA,PRIUS PRIME,25,10.0,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,PHEV,N,Low,mny.qsmy@example.com
86116,Kitsap,Kingston,98346,2014,FORD,FUSION,19,23.0,POINT (-122.49771 47.79803),PUGET SOUND ENERGY INC,PHEV,N,Low,svirid.potushnyak@example.com
86124,King,Kirkland,98033,2021,HONDA,CLARITY,47,48.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,veronica.fuentes@example.com
86136,Snohomish,Bothell,98012,2017,HYUNDAI,SONATA,27,44.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,N,Low,nelli.pollari@example.com
86137,Spokane,Spokane,99212,2019,VOLKSWAGEN,E-GOLF,125,4.0,POINT (-117.3186 47.6505),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,BEV,Y,Mid,niklas.juntunen@example.com
86145,Skamania,Washougal,98671,2019,MITSUBISHI,OUTLANDER,22,14.0,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,PHEV,N,Low,mhmdmyn.sdr@example.com
86147,Thurston,Tenino,98589,2014,FORD,C-MAX,19,35.0,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,PHEV,N,Low,albina.bulow@example.com
86160,King,Enumclaw,98022,2017,TOYOTA,PRIUS PRIME,25,5.0,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,coskun.kocyigit@example.com
86166,Grays Harbor,Hoquiam,98550,2020,KIA,NIRO,239,24.0,POINT (-123.88689 46.97982),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,BEV,Y,Mid,theo.kowalski@example.com
86169,Thurston,Olympia,98503,2017,NISSAN,LEAF,107,2.0,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,BEV,Y,Mid,gundolf.fischer@example.com
86170,Thurston,Lacey,98503,2015,NISSAN,LEAF,84,2.0,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,BEV,Y,Low,birgitt.faller@example.com
86175,King,Seattle,98136,2019,MITSUBISHI,OUTLANDER,22,34.0,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,mlyn.khrymy@example.com
86178,Pierce,Orting,98360,2015,BMW,I8,14,2.0,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,tobias.christensen@example.com
86179,King,Kent,98030,2017,BMW,X5,14,47.0,POINT (-122.19564 47.37271),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,eemeli.jutila@example.com
86185,King,Seattle,98106,2016,TESLA,MODEL X,200,34.0,POINT (-122.35186 47.54286),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,rosemary.stephens@example.com
86188,Pierce,Gig Harbor,98335,2016,FORD,FUSION,19,26.0,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,rose.dixon@example.com
86193,Kittitas,Cle Elum,98922,2021,JEEP,WRANGLER,25,13.0,POINT (-120.93943 47.195),PUGET SOUND ENERGY INC,PHEV,N,Low,rose.belanger@example.com
86202,Clark,Vancouver,98686,2020,TOYOTA,PRIUS PRIME,25,17.0,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,magdalena.velasco@example.com
86205,Spokane,Greenacres,99016,2016,TESLA,MODEL X,200,4.0,POINT (-117.1748 47.65699),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,emma.lavigne@example.com
86206,King,Covington,98042,2011,NISSAN,LEAF,73,47.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,elyse.vaneeden@example.com
86207,Thurston,Lacey,98513,2014,NISSAN,LEAF,84,22.0,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,BEV,Y,Low,rosalyn.alexander@example.com
86210,Clallam,Sequim,98382,2020,HYUNDAI,IONIQ,29,24.0,POINT (-123.10367 48.07965),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,PHEV,N,Low,faraj.bharanya@example.com
86213,Snohomish,Edmonds,98020,2020,NISSAN,LEAF,149,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,BEV,Y,Mid,ron.brewer@example.com
86216,King,Seattle,98106,2017,CHRYSLER,PACIFICA,33,34.0,POINT (-122.35186 47.54286),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,ella.niskanen@example.com
86219,Pierce,Dupont,98327,2015,TESLA,MODEL S,208,28.0,POINT (-122.62954 47.09583),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,taylor.ward@example.com
86220,King,Shoreline,98133,2012,TOYOTA,PRIUS PLUG-IN,6,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,tilde.hansen@example.com
86223,King,Sammamish,98075,2017,TESLA,MODEL 3,220,41.0,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,vitor.gonzalez@example.com
86224,Island,Oak Harbor,98277,2021,TOYOTA,PRIUS PRIME,25,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,N,Low,silviana.ramos@example.com
86226,Kitsap,Port Orchard,98367,2019,KIA,NIRO,26,35.0,POINT (-122.65745 47.4916),PUGET SOUND ENERGY INC,PHEV,N,Low,abhimanyu.kumar@example.com
86236,Pierce,Eatonville,98328,2020,TESLA,MODEL 3,308,2.0,POINT (-122.26832 46.86733),BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,julio.ramos@example.com
86254,King,Duvall,98019,2018,KIA,SOUL EV,111,45.0,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,daniel.nunez@example.com
86261,King,Shoreline,98155,2021,MINI,HARDTOP,110,32.0,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,akash.shayana@example.com
86266,King,Fall City,98024,2012,TOYOTA,PRIUS PLUG-IN,6,5.0,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,brennan.newman@example.com
